COD_PLAN,AVANCE_CARRERA,COD_ACCESO,COD_SUBACCESO,CONVOCATORIA,APERTURA,T_DOCUMENTO,GENERO,EDAD,NUMERO_MATRICULAS,PAPA,PROME_ACADE,PBM_CALCULADO,ESTRATO,COD_DEPTO_RESIDENCIA,COD_MUN_RESIDENCIA,COD_PROVINCIA,COD_MINICIPIO,COD_NACIONALIDAD,VICTIMAS_DEL_CONFLICTO,DISCAPACIDAD,CARACTER_COLEGIO,PUNTAJE_ADMISION
L001,60.9,1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,21,9.0,4.1,4.1,9,1,,,20.0,1.0,170,0,NO,Plantel Oficial,
L006,53.3,1,29,2020-1S,2020-1S,NUMERO DE CEDULA,HOMBRE,21,9.0,4.0,4.0,6,1,,,20.0,621.0,170,0,NO,Plantel Oficial,
L001,60.9,1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,22,9.0,4.0,4.0,7,2,,,20.0,1.0,170,0,NO,Plantel Oficial,
L002,47.1,1,29,2020-1S,2020-1S,NUMERO DE CEDULA,HOMBRE,22,9.0,3.8,3.8,3,1,,,20.0,1.0,170,0,NO,Plantel Oficial,
L003,80.1,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,23,10.0,4.3,4.3,1,1,20.0,1.0,20.0,45.0,170,0,NO,Plantel Oficial,
L006,52.7,1,29,2019-2S,2019-2S,TARJETA IDENTIDAD,HOMBRE,22,10.0,3.8,3.8,11,1,20.0,13.0,20.0,45.0,170,0,NO,Plantel Oficial,
L004,76.7,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,22,10.0,4.4,4.4,7,2,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,
L003,76.6,1,29,2020-1S,2020-1S,NUMERO DE CEDULA,HOMBRE,23,9.0,4.1,4.1,2,1,20.0,13.0,47.0,555.0,170,0,NO,Plantel Oficial,
L006,60.4,1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,20,9.0,4.3,4.3,17,2,20.0,1.0,47.0,1.0,170,0,NO,Plantel Oficial,
L005,90.4,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,21,10.0,4.1,4.1,9,2,,,20.0,621.0,170,0,NO,Plantel Oficial,
L002,16.1,1,29,2020-1S,2020-1S,TARJETA IDENTIDAD,HOMBRE,22,7.0,3.0,3.2,8,2,,,20.0,621.0,170,0,NO,Plantel Oficial,
L001,50.3,1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,21,9.0,3.7,3.7,2,1,,,20.0,13.0,170,0,NO,Plantel Oficial,
L001,72.6,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,22,10.0,4.0,4.0,1,1,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,
L001,77.7,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,22,10.0,4.0,4.0,5,2,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,
L003,68.1,1,29,2020-1S,2020-1S,NUMERO DE CEDULA,HOMBRE,21,9.0,4.0,4.0,4,0,,,20.0,621.0,170,0,NO,Plantel Oficial,
L003,76.6,1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,21,9.0,4.1,4.1,1,1,,,20.0,621.0,170,0,NO,Plantel Oficial,
L005,71.8,1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,20,9.0,4.2,4.2,5,1,,,20.0,750.0,170,0,NO,Plantel Oficial,
L002,84.5,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,23,10.0,4.2,4.2,2,1,20.0,621.0,20.0,13.0,170,0,NO,Plantel Oficial,
L002,76.1,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,23,10.0,4.2,4.2,6,1,20.0,621.0,20.0,400.0,170,0,NO,Plantel Oficial,
L001,70.9,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,23,10.0,4.0,4.0,3,1,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,
L001,64.8,1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,25,9.0,3.9,3.9,18,2,,,20.0,1.0,170,0,NO,Plantel Oficial,
L003,82.3,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,36,10.0,3.8,3.8,5,2,20.0,750.0,20.0,750.0,170,0,NO,Plantel Oficial,
L002,82.6,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,28,10.0,4.2,4.3,1,0,20.0,621.0,20.0,570.0,170,0,NO,Plantel Oficial,
L002,85.8,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,28,10.0,4.1,4.1,1,0,20.0,621.0,20.0,570.0,170,0,NO,Plantel Oficial,
L004,63.3,1,29,2020-1S,2020-1S,TARJETA IDENTIDAD,MUJER,21,9.0,4.2,4.2,9,2,,,11.0,1.0,170,0,NO,Plantel Oficial,
L005,58.2,1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,20,9.0,4.0,4.0,3,1,,,20.0,443.0,170,0,NO,Plantel Oficial,
L001,34.6,1,29,2020-1S,2020-1S,TARJETA IDENTIDAD,MUJER,20,9.0,3.4,3.6,2,1,,,20.0,1.0,170,0,NO,Plantel Oficial,
L006,74.7,1,29,2020-1S,2020-1S,NUMERO DE CEDULA,HOMBRE,21,9.0,4.1,4.1,2,1,20.0,1.0,2.0,999.0,862,0,NO,Plantel Oficial,
L001,62.6,1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,20,9.0,4.0,4.0,12,3,20.0,1.0,2.0,999.0,862,0,NO,Plantel Oficial,
L006,58.8,1,29,2020-1S,2020-1S,NUMERO DE CEDULA,HOMBRE,21,9.0,4.1,4.2,16,3,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,
L001,63.7,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,35,9.0,3.8,3.8,49,2,20.0,1.0,20.0,1.0,170,0,NO,Plantel Privado,
L005,58.2,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,29,10.0,4.1,4.1,4,1,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,
L004,80.0,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,25,10.0,4.2,4.2,31,3,,,20.0,1.0,170,0,NO,Plantel Privado,
L006,47.3,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,25,10.0,3.8,3.8,6,2,20.0,1.0,13.0,1.0,170,0,NO,Plantel Oficial,
L005,78.5,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,22,10.0,4.1,4.2,2,1,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,
L005,31.6,1,29,2022-1S,2022-1S,TARJETA IDENTIDAD,MUJER,19,5.0,4.2,4.2,22,1,20.0,1.0,20.0,1.0,170,0,NO,Plantel Privado,441.81
L006,23.1,1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,18,5.0,3.5,3.6,26,3,,,20.0,1.0,170,0,NO,Plantel Privado,470.46
L001,24.6,1,29,2022-1S,2022-1S,NUMERO DE CEDULA,MUJER,19,5.0,3.4,3.4,1,1,,,20.0,1.0,170,0,NO,Plantel Oficial,390.96
L001,28.5,1,29,2022-1S,2022-1S,NUMERO DE CEDULA,MUJER,18,5.0,3.9,3.9,6,2,,,20.0,1.0,170,0,NO,Plantel Oficial,458.27
L005,29.9,1,29,2022-1S,2022-1S,NUMERO DE CEDULA,MUJER,19,5.0,3.7,3.7,3,1,44.0,855.0,44.0,855.0,170,0,NO,Plantel Oficial,549.82
L003,29.1,1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,19,5.0,4.1,4.1,1,1,20.0,621.0,20.0,621.0,170,0,NO,Plantel Oficial,379.7
L005,25.4,1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,19,5.0,3.8,3.8,2,1,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,475.02
L002,28.4,1,29,2022-1S,2022-1S,TARJETA IDENTIDAD,MUJER,18,5.0,4.0,4.0,6,2,,,20.0,1.0,170,0,NO,Plantel Oficial,431.11
L004,26.7,1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,22,5.0,4.1,4.1,19,3,,,20.0,1.0,170,0,NO,Plantel Privado,373.81
L005,29.9,1,29,2022-1S,2022-1S,TARJETA IDENTIDAD,MUJER,17,5.0,4.0,4.0,4,1,,,20.0,1.0,170,0,NO,Plantel Oficial,594.07
L006,33.0,1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,20,5.0,3.8,3.8,10,2,,,20.0,1.0,170,0,NO,Plantel Oficial,546.59
L005,27.7,1,29,2022-1S,2022-1S,NUMERO DE CEDULA,MUJER,20,5.0,3.8,3.8,5,1,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,443.87
L001,29.6,1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,21,5.0,4.2,4.2,8,2,,,,,862,0,NO,Plantel Oficial,431.29
L005,26.0,1,29,2022-1S,2022-1S,NUMERO DE CEDULA,MUJER,23,5.0,3.9,3.9,5,2,,,20.0,1.0,170,0,NO,Plantel Oficial,435.58
L001,17.3,1,29,2022-1S,2022-1S,NUMERO DE CEDULA,MUJER,20,5.0,3.4,3.5,2,0,,,20.0,1.0,170,0,NO,Plantel Oficial,484.34
L003,30.5,1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,24,5.0,4.0,4.0,13,2,,,20.0,621.0,170,0,NO,Plantel Privado,443.37
L006,14.8,1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,19,5.0,3.1,3.2,5,1,20.0,1.0,20.0,175.0,170,0,NO,Plantel Oficial,508.95
L001,11.2,3,29,2022-1S,2024-1S,TARJETA IDENTIDAD,MUJER,18,1.0,3.6,3.7,4,1,20.0,1.0,20.0,238.0,170,0,NO,Plantel Oficial,
L004,54.0,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,21,7.0,4.4,4.4,2,1,,,,,862,0,NO,Plantel Oficial,525.44
L004,46.0,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,19,7.0,3.8,3.8,5,2,20.0,1.0,,,862,0,NO,Plantel Oficial,477.16
L005,31.6,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,21,7.0,3.5,3.6,6,2,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,483.02
L001,53.1,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,20,7.0,4.1,4.1,5,2,,,20.0,1.0,170,0,NO,Plantel Oficial,455.27
L005,52.5,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,HOMBRE,19,7.0,4.2,4.2,3,1,,,20.0,621.0,170,0,NO,Plantel Oficial,467.89
L001,51.4,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,19,6.0,4.3,4.3,25,1,,,20.0,1.0,170,0,NO,Plantel Oficial,639.78
L004,58.7,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,20,7.0,4.4,4.4,1,1,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,484.07
L005,40.1,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,19,7.0,4.0,4.0,4,1,,,20.0,621.0,170,0,NO,Plantel Oficial,547.19
L002,52.9,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,19,7.0,3.8,3.8,2,1,,,20.0,621.0,170,0,NO,Plantel Oficial,510.63
L001,48.0,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,HOMBRE,21,7.0,3.7,3.7,6,2,,,20.0,621.0,170,0,NO,Plantel Oficial,463.98
L001,38.0,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,21,6.0,3.9,3.9,4,2,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,425.33
L006,18.1,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,HOMBRE,25,7.0,3.1,3.5,1,1,20.0,443.0,20.0,443.0,170,0,NO,Plantel Oficial,544.49
L003,53.2,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,HOMBRE,21,7.0,4.0,4.0,1,1,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,453.96
L005,52.5,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,23,7.0,4.1,4.1,3,1,,,20.0,1.0,170,0,NO,Plantel Oficial,530.05
L005,39.0,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,HOMBRE,21,7.0,4.1,4.1,9,1,20.0,443.0,20.0,1.0,170,0,NO,Plantel Oficial,514.58
L003,48.9,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,HOMBRE,20,7.0,3.8,4.0,5,1,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,375.25
L006,47.8,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,HOMBRE,20,7.0,4.3,4.3,7,2,,,20.0,1.0,170,0,NO,Plantel Oficial,549.68
L001,42.5,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,21,7.0,3.9,4.0,4,2,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,474.69
L002,43.2,1,29,2021-1S,2021-1S,TARJETA IDENTIDAD,HOMBRE,20,7.0,3.7,3.7,2,1,,,20.0,1.0,170,0,NO,Plantel Oficial,438.43
L005,54.8,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,20,7.0,4.2,4.2,3,1,,,20.0,1.0,170,0,NO,Plantel Privado,517.43
L005,34.5,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,20,7.0,3.7,3.8,2,1,,,11.0,1.0,170,0,NO,Plantel Oficial,475.22
L005,33.9,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,HOMBRE,20,7.0,3.6,3.6,38,1,20.0,1.0,13.0,1.0,170,0,NO,Plantel Privado,535.54
L005,48.0,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,19,7.0,3.9,3.9,1,1,,,13.0,188.0,170,0,NO,Plantel Oficial,470.73
L001,63.1,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,22,8.0,4.3,4.3,2,1,20.0,1.0,13.0,549.0,170,0,NO,Nocturno,
L006,18.7,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,22,6.0,2.9,2.9,19,2,,,20.0,1.0,170,0,NO,Nocturno,526.92
L001,63.1,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,24,8.0,4.0,4.0,4,0,20.0,570.0,20.0,1.0,170,0,NO,Plantel Oficial,
L005,43.5,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,22,8.0,3.8,3.9,3,1,,,20.0,1.0,170,0,NO,Plantel Oficial,659.63
L001,55.3,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,20,8.0,4.0,4.1,8,2,20.0,621.0,20.0,1.0,170,0,NO,Plantel Oficial,488.46
L001,53.1,3,29,2020-2S,2023-1S,NUMERO DE CEDULA,MUJER,22,3.0,3.9,3.9,2,1,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,
L003,68.8,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,21,8.0,4.1,4.1,4,1,20.0,750.0,20.0,621.0,170,0,NO,Plantel Oficial,
L006,24.2,1,29,2020-2S,2020-2S,TARJETA IDENTIDAD,HOMBRE,21,7.0,3.4,3.6,26,3,,,20.0,1.0,170,0,NO,Nocturno,540.76
L002,21.9,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,21,7.0,3.0,3.4,38,1,,,20.0,1.0,170,0,NO,Plantel Oficial,
L001,64.8,1,29,2020-2S,2020-2S,TARJETA IDENTIDAD,HOMBRE,21,8.0,4.1,4.1,8,1,,,20.0,1.0,170,0,NO,Plantel Oficial,
L006,29.1,1,29,2020-2S,2020-2S,TARJETA IDENTIDAD,HOMBRE,21,8.0,3.3,3.6,2,1,,,20.0,1.0,170,0,NO,Plantel Oficial,522.3
L006,57.1,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,20,8.0,4.1,4.1,41,2,20.0,621.0,20.0,621.0,170,0,NO,Plantel Privado,567.69
L001,55.3,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,20,8.0,4.1,4.1,9,1,,,44.0,874.0,170,0,NO,Plantel Oficial,445.38
L005,42.4,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,26,8.0,3.6,3.8,10,1,20.0,1.0,11.0,1.0,170,0,NO,Nocturno,
L001,45.3,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,30,8.0,3.8,3.9,1,1,20.0,13.0,20.0,13.0,170,0,NO,Nocturno,
L001,51.4,3,29,2020-2S,2023-1S,NUMERO DE CEDULA,HOMBRE,24,3.0,4.2,4.2,3,1,,,11.0,1.0,170,0,NO,Plantel Oficial,
L003,53.2,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,27,8.0,3.6,3.6,1,1,,,20.0,1.0,170,0,NO,Plantel Oficial,345.38
L001,53.6,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,23,8.0,4.1,4.1,1,1,,,20.0,1.0,170,0,NO,Plantel Oficial,524.61
L003,44.7,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,21,7.0,4.0,4.1,1,1,20.0,228.0,20.0,228.0,170,0,NO,Plantel Oficial,
L004,58.0,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,22,8.0,4.2,4.2,7,2,,,20.0,1.0,170,0,NO,Plantel Oficial,520.0
L006,48.9,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,42,8.0,4.4,4.4,9,1,,,20.0,1.0,170,0,NO,Plantel Oficial,611.02
L006,33.5,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,21,6.0,4.2,4.3,3,1,20.0,443.0,20.0,443.0,170,0,NO,Plantel Oficial,488.82
L006,39.0,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,20,6.0,4.0,4.1,5,1,,,20.0,32.0,170,0,NO,Plantel Oficial,567.05
L001,42.5,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,23,6.0,4.1,4.1,1,1,,,20.0,32.0,170,0,NO,Plantel Oficial,416.83
L006,36.3,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,21,6.0,4.2,4.2,9,2,,,20.0,1.0,170,0,NO,Plantel Oficial,463.25
L003,38.3,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,22,6.0,4.2,4.2,20,2,,,20.0,1.0,170,0,NO,Plantel Privado,382.81
L001,42.5,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,20,6.0,4.2,4.2,7,2,,,20.0,1.0,170,0,NO,Plantel Oficial,404.92
L001,24.6,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,21,6.0,3.2,3.3,11,2,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,411.72
L006,18.1,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,20,6.0,3.6,3.7,5,1,,,44.0,279.0,170,0,NO,Plantel Privado,514.43
L001,19.0,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,20,5.0,3.3,3.4,44,0,,,5.0,88.0,170,0,NO,Plantel Privado,459.45
L001,28.5,1,29,2022-1S,2022-1S,NUMERO DE CEDULA,MUJER,19,5.0,4.2,4.2,1,1,20.0,13.0,13.0,670.0,170,0,NO,Plantel Oficial,
L005,26.0,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,20,6.0,3.7,3.8,1,1,20.0,250.0,20.0,32.0,170,0,NO,Plantel Oficial,502.86
L005,29.4,1,29,2021-2S,2021-2S,TARJETA IDENTIDAD,MUJER,20,6.0,3.5,3.6,5,2,20.0,750.0,20.0,750.0,170,0,NO,Plantel Privado,419.74
L002,40.0,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,20,6.0,4.0,4.0,6,2,,,20.0,175.0,170,0,NO,Plantel Oficial,464.29
L002,17.4,1,29,2021-2S,2021-2S,TARJETA IDENTIDAD,MUJER,20,6.0,3.1,3.4,37,7,20.0,1.0,20.0,60.0,170,0,NO,Plantel Oficial,285.42
L002,21.3,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,19,6.0,3.1,3.3,3,1,,,20.0,1.0,170,0,NO,Plantel Oficial,448.12
L004,37.3,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,19,6.0,4.3,4.3,3,1,,,20.0,1.0,170,0,NO,Plantel Oficial,458.67
L003,34.0,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,24,6.0,3.7,3.8,6,2,,,20.0,1.0,170,0,NO,Plantel Oficial,351.31
L004,18.0,3,29,2021-2S,2023-1S,NUMERO DE CEDULA,HOMBRE,19,3.0,3.2,3.2,5,1,,,20.0,750.0,170,0,NO,Plantel Oficial,
L005,37.3,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,20,6.0,4.1,4.1,28,2,,,20.0,1.0,170,0,NO,Plantel Oficial,490.78
L002,48.4,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,20,6.0,3.9,3.9,3,1,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,453.0
L001,0.0,1,1,2024-1S,2024-1S,TARJETA IDENTIDAD,MUJER,19,,,,53,4,20.0,1.0,20.0,1.0,170,0,NO,Plantel Privado,
L004,20.0,1,29,2022-2S,2022-2S,TARJETA IDENTIDAD,HOMBRE,19,4.0,3.9,3.9,2,1,,,20.0,770.0,170,0,NO,Plantel Oficial,360.61
L001,23.5,1,29,2022-2S,2022-2S,TARJETA IDENTIDAD,MUJER,17,4.0,4.3,4.3,13,2,,,20.0,1.0,170,0,NO,Plantel Oficial,496.878
L004,19.3,1,29,2022-2S,2022-2S,NUMERO DE CEDULA,MUJER,21,4.0,4.2,4.2,1,1,,,20.0,1.0,170,0,NO,Plantel Oficial,393.754
L006,11.0,1,29,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,20,4.0,3.7,3.7,7,1,,,20.0,1.0,170,0,NO,Plantel Oficial,548.771
L001,15.1,1,29,2022-2S,2022-2S,NUMERO DE CEDULA,MUJER,18,4.0,4.0,4.0,3,1,20.0,1.0,11.0,1.0,170,0,NO,Plantel Oficial,424.858
L001,30.7,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,28,6.0,3.9,3.9,7,2,20.0,770.0,20.0,770.0,170,0,NO,Plantel Oficial,428.46
L002,12.9,1,29,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,19,4.0,3.6,3.6,2,1,,,20.0,621.0,170,0,NO,Plantel Oficial,342.902
L002,13.5,1,29,2022-2S,2022-2S,CEDULA EXTRANJERIA,MUJER,20,4.0,3.5,3.5,2,1,,,2.0,999.0,862,0,NO,Plantel Oficial,465.095
L005,16.4,1,29,2022-2S,2022-2S,NUMERO DE CEDULA,MUJER,24,4.0,3.9,3.9,4,1,,,20.0,1.0,170,0,NO,Plantel Oficial,473.469
L002,9.7,1,29,2022-2S,2022-2S,TARJETA IDENTIDAD,HOMBRE,18,4.0,3.0,3.1,17,2,,,20.0,621.0,170,0,NO,Plantel Privado,319.354
L004,18.0,1,29,2022-2S,2022-2S,NUMERO DE CEDULA,MUJER,19,4.0,3.7,3.7,1,1,,,20.0,443.0,170,0,NO,Plantel Oficial,393.727
L006,18.7,1,29,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,20,4.0,3.7,3.8,27,1,,,20.0,1.0,170,0,NO,Plantel Privado,545.335
L005,10.2,1,29,2022-2S,2022-2S,TARJETA IDENTIDAD,HOMBRE,19,4.0,3.1,3.1,13,3,,,20.0,1.0,170,0,NO,Plantel Oficial,515.793
L005,11.3,1,29,2022-2S,2022-2S,NUMERO DE CEDULA,MUJER,19,4.0,3.7,3.7,3,1,,,20.0,13.0,170,0,NO,Plantel Oficial,452.619
L004,20.0,1,29,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,21,4.0,4.5,4.5,1,1,20.0,1.0,20.0,750.0,170,0,NO,Plantel Oficial,427.984
L003,20.6,1,29,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,20,4.0,3.8,3.8,3,1,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,347.938
L004,16.7,1,29,2022-2S,2022-2S,NUMERO DE CEDULA,MUJER,27,4.0,3.9,3.9,2,1,,,20.0,621.0,170,0,NO,Nocturno,393.302
L002,11.0,1,29,2022-2S,2022-2S,TARJETA IDENTIDAD,HOMBRE,19,4.0,3.5,3.5,21,1,,,20.0,621.0,170,0,NO,Plantel Privado,395.993
L004,15.3,1,29,2022-2S,2022-2S,TARJETA IDENTIDAD,HOMBRE,18,4.0,3.4,3.5,1,1,,,20.0,1.0,170,0,NO,Plantel Oficial,425.289
L006,18.1,1,29,2022-2S,2022-2S,TARJETA IDENTIDAD,HOMBRE,18,4.0,3.7,3.7,27,2,,,68.0,1.0,170,0,NO,Plantel Privado,636.013
L006,11.0,1,3,2023-1S,2023-1S,TARJETA IDENTIDAD,HOMBRE,18,3.0,3.8,3.8,34,3,,,44.0,1.0,170,0,NO,Plantel Privado,579.573
L006,11.0,1,1,2023-1S,2023-1S,NUMERO DE CEDULA,HOMBRE,19,3.0,4.2,4.2,6,2,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,564.453
L002,5.8,1,24,2023-1S,2023-1S,NUMERO DE CEDULA,HOMBRE,21,3.0,3.2,3.2,11,1,20.0,750.0,20.0,750.0,170,1,NO,Plantel Oficial,458.004
L005,23.2,1,1,2023-1S,2023-1S,NUMERO DE CEDULA,HOMBRE,21,3.0,4.0,4.0,4,2,,,20.0,621.0,170,0,NO,Plantel Oficial,505.543
L002,11.6,1,1,2023-1S,2023-1S,TARJETA IDENTIDAD,MUJER,17,3.0,3.9,3.9,17,3,,,23.0,660.0,170,0,NO,Plantel Oficial,416.418
L006,9.9,1,1,2023-1S,2023-1S,TARJETA IDENTIDAD,HOMBRE,18,3.0,3.7,3.7,12,1,20.0,1.0,11.0,1.0,170,0,NO,Plantel Oficial,605.196
L003,11.3,1,3,2023-1S,2023-1S,NUMERO DE CEDULA,MUJER,21,3.0,4.0,4.0,4,1,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,408.613
L003,11.3,1,1,2023-1S,2023-1S,TARJETA IDENTIDAD,MUJER,18,3.0,4.2,4.2,8,2,,,20.0,621.0,170,0,NO,Plantel Oficial,437.139
L005,11.3,1,24,2023-1S,2023-1S,TARJETA IDENTIDAD,MUJER,18,3.0,3.9,3.9,1,1,,,20.0,1.0,170,1,NO,Plantel Oficial,498.739
L001,8.9,1,1,2023-1S,2023-1S,NUMERO DE CEDULA,MUJER,18,3.0,3.8,3.8,11,2,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,511.668
L002,9.0,1,1,2023-1S,2023-1S,TARJETA IDENTIDAD,HOMBRE,18,3.0,4.0,4.0,2,1,,,20.0,621.0,170,0,NO,Plantel Oficial,500.268
L002,10.3,1,1,2023-1S,2023-1S,TARJETA IDENTIDAD,HOMBRE,17,3.0,4.0,4.0,5,2,,,20.0,1.0,170,0,NO,Plantel Oficial,472.549
